,Tweet,Brand/Product,Emotion,Brand
232,Spent the aftrnoon on a frozen lake photographing my brother Scott &amp; the @mention team. Catch them at #SXSW ths weeknd.  {link},Unknown,Neutral,Unknown
233,"If iPhone alarms botch the timechange, how many #SXSW'ers freak? Late to flights, missed panels, behind on bloody marys...",iPhone,Negative,Apple
234,Shouts to all the ladies holding up their iPad 2's at free #sxsw shows to take photos while sipping free beer. /cc: @mention,iPad,Positive,Apple
235,"Dj hoodie allen, with all due respect, you should probably make your way back to google #sxsw",google,Neutral,Google
236,I meant I also wish I  at #SXSW #dyac stupid iPhone!,iPhone,Negative,Apple
238,Audioboo: American Dream or Bust {link} #iPad #sxsw #bum #begger #us #socialart #Documentally,ipad,Neutral,Apple
239,Skifta is an app-based media shifting service that turns your Android phone into a ...  #sxsw #mashable #sxswi {link},android,Neutral,Google
240,Rumors of an Apple store opening for #SXSW at 6th &amp; Congress. All signs point to yes! {link},Apple,Positive,Apple
241,What does an Apple security guy after he locks up the store..... #sxsw - {link},apple,Neutral,Apple
242,What does an Apple security guy after he locks up the store..... #sxsw - The Realtime SXSW S... {link} curated by @mention,apple,Neutral,Apple
243,How I got an iPad 2 during #SXSW!  {link} cc @mention,ipad,Neutral,Apple
244,picked up an ipad 2 at the #sxsw pop up  apple store! only 15 minute wait!,iPad,Positive,Apple
245,Brilliant and enlightening game mechanics presentation by @mention from Google #SXSW,Google,Positive,Google
246,GSD&amp;M and Google.....sitting in a tree {link} #sxsw #gsdm,google,Neutral,Google
247,@mention  and here's a pic of you winning your ipad! #unsix #sxsw cc @mention @mention  {link} (cont) {link},ipad,Neutral,Apple
248,My iPhone and I are both VERY thirsty! #sxsw (@mention Chevy Volt Lounge w/ 16 others) {link},iphone,Neutral,Apple
249,My iPhone and I are both VERY thirsty! #sxsw (@mention Chevy Volt Lounge w/ 16 others) {link} {link},iphone,Neutral,Apple
250,"I came in and left #sxsw with my iPhone playing the same song, chosen at random: Skream's Listening to the Records on my wall. Appropriate.",iphone,Neutral,Apple
251,marketing and sales GENIUS: {link} #Apple #SXSW,Apple,Positive,Apple
252,"Arduino + android = Flaming skulls  {link} Refrigerator Speaks , Salon K, 3:30pm @mention @mention #sxsw #smartthings",android,Neutral,Google
253,Reminder: Android and Chrome TTS talk @mention 1 PM today!  {link}  #sxsw,android,Neutral,Google
254,iPad 2 vs Android vs The World : Panel at #SXSW today 3:30PM by @mention {link},ipad,Neutral,Apple
255,"Backupify Announces CloudSight Search, the First Searchable Archive Solution for Social Media and Google Apps #SXSW #SXSWi {link}",google,Neutral,Google
256,Google is announcing a social network &quot;Circles&quot; (via #SXSW tweets). Interesting. Myopia will cause Buzz jokes. But this is interesting.,google,Neutral,Google
257,"Do I need any more for #sxsw! ipad, iphone, laptop, dictaphone, vid.camera.... Wow! Love to  meet the REAL 'cerebellum' charged people:)",iPhone,Positive,Apple
258,Did u see anything on Google's Circles at the #sxsw? @mention @mention,google,Neutral,Google
259,The #SXSW app for my iPhone is ridiculous. It's my personal planner for the next 5 days.,iPad or iPhone App,Positive,Apple
260,Our #sxsw app is now on #android :D huge props to @mention @mention @mention &amp; @mention Get it now: {link},android,Neutral,Google
261,"Found the app kyping my iPhone's geolocation &amp; not releasing when in background. Need a patch, @mention #batterykiller #SXSW",iPad or iPhone App,Negative,Apple
262,the #SXSW app on the iPhone is live. RSVP for events from your phone &amp; check out sundayswagger.eventbrite.com 3/20 #scoremore,iPad or iPhone App,Positive,Apple
263,My iPhone app screen for #sxsw what am I missing?   {link},iphone,Neutral,Apple
264,Love this app! So awesome. RT @mention Must see #android app at #sxsw &quot;Bizzy&quot; {link},Android App,Positive,Google
265,The #SXSW Apple &quot;pop-up&quot; store was nuts. Was still packed at 11:30. {link},Apple,Neutral,Apple
266,Say what? Apple #sxsw popup store in Austin! {link} ~@mention @mention,apple,Neutral,Apple
267,"BREAKING: Apple announces partnership w/porn industry for new #ipad2 video chat app called, &quot;O-FaceTime&quot;. #sxsw",apple,Neutral,Apple
268,Of course Apple built a temp store in Austin. It's Texas. They understand the concept of corralling cattle #SXSW #PickMeUpAniPad2,Apple,Negative,Apple
269,Love that Apple didn't let something like not having a retail store near #SXSW keep them away by opening a pop-up store {link},Apple,Positive,Apple
270,Surprise! Apple has opened a pop-up store in Austin so that the nerds in town for #SXSW can get their new ... {link} #Cnet,Apple,Positive,Apple
271,Surprise! Apple has opened a pop-up store in Austin so that the nerds in town for #SXSW can get their new iPads. {link} #cnet,iPad,Positive,Apple
272,Surprise! Apple has opened a pop-up store in Austin so that the nerds in town for #SXSW can get their new iPads. http:/ {link},apple,Neutral,Apple
273,Surprise! Apple has opened a pop-up store in Austin so that the nerds in town for #SXSW can get their new iPads.... {link},Apple,Positive,Apple
274,"#technews Apple heads to SXSW, sets up temporary store in Austin {link} #Tech_News #Apple #iPad_2 #Rance_Wilemon #SXSW #tech",apple,Neutral,Apple
275,ÛÏ@mention Apple is a great example of a retail store layed out for the future - no 'registers' no 'checkout line'  #sxsw,Apple,Positive,Apple
276,ÛÏ@mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link} #gswsxsw,Apple,Positive,Apple
277,ÛÏ@mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch&quot; oh YAY more traffic.,Apple,Negative,Apple
278,#technews Apple Opening Pop-Up Store In Austin For SXSW {link} #Tech_News #American_Statesman #Apple #Apple_Apple #SXSW #tech,apple,Neutral,Apple
279,#technews Apple Opening Pop-Up Store in Austin for SXSW Geekfest [Apple] {link} #Tech_News #Apple #Brian_Lam #iPad_2 #SXSW #tech,apple,Neutral,Apple
280,"The #sxsw Apple Popup Store is open at noon, has a fresh shipment of iPad 2's, and I'm pretty sure I'm going to get one. [fingers crossed]",iPad,Positive,Apple
281,"#technews Apple saves SXSW, set to open pop-up store {link} #Tech_News #Apple #SXSW #tech",Apple,Positive,Apple
282,"At #SXSW, Apple schools the marketing experts  {link}",apple,Neutral,Apple
283,"At #SXSW, Apple schools the marketing experts {link}",Apple,Positive,Apple
284,"At #SXSW, Apple schools the marketing experts {link} via @mention",Apple,Positive,Apple
285,"At #SXSW, Apple schools the marketing experts {link} via @mention &lt;&lt; True. Love or loathe them, no one does marketing like them.",Apple,Positive,Apple
286,"At #SXSW, Apple schools the marketing experts | CNET - {link}",Apple,Positive,Apple
287,"At #SXSW, Apple schools the marketing experts | CNET Blogs {link} #Austin #ATX #retail",Apple,Positive,Apple
288,ÛÏ@mention Apple store downtown Austin open til Midnight. #sxswÛ @mention there's still time :),Apple,Positive,Apple
289,ÛÏ@mention Apple store downtown Austin open til Midnight. #sxswÛ any ipad2 left in stock?,apple,Neutral,Apple
290,@mention  Apple Store on Congress  {link} #sxsw #austin,apple,Neutral,Apple
291,&quot;The Apple store at the mall on Sunday is 10x as crowded as this. This line is fake. I just need a fucking dongle.&quot; Genius let me in. #sxsw,Apple,Negative,Apple
292,2wks only Apple Store in 6th Austin street is now opened. #sxsw,apple,Neutral,Apple
293,A special Apple store: opening at 6th and Congress for SXSW &amp; ipad 2 launch. www.apple.com/retail/thedomain/  #Apple #iPad2 #sxsw #fb,apple,Neutral,Apple
294,Makeshift apple store at 6th and congress. You're kidding me. Amazing #sxsw #apple,Apple,Positive,Apple
295,Temporary Apple store at #sxsw - huge line. {link},apple,Neutral,Apple
296,Temporary Apple store at SXSW is really cool...as is the iPad 2 :) #apple #SXSW #fanboy,iPad,Positive,Apple
297,Temporary Apple Store being set up for #SXSW... shit now the temptation is going to be out of control.,Apple,Positive,Apple
298,"Temporary apple store for #sxsw, line goes around the block {link}",apple,Neutral,Apple
299,Temporary Apple store opens @mention 6th &amp; Congress tomorrow. #ipad2 #sxsw,apple,Neutral,Apple
300,Temporary apple store opens at 5pm at 6th and congress. Line already growing. #iPad - view.io {link} via @mention #sxsw,Apple,Positive,Apple
301,Temporary Apple Store will be a block from my office! Can't wait to see the line tomorrow. Photos to come... #sxsw #iPad2,Apple,Positive,Apple
302,The #sxsw Apple store opens at noon each day and closes when they run out of iPad2s. Why didn't I buy stock 10 years ago?,apple,Neutral,Apple
303,Base Camp Apple.  #SXSW {link},apple,Neutral,Apple
304,iPad news apps 'so last year' at #SXSW {link},iPad or iPhone App,Negative,Apple
305,10 iPhone Apps youÛªll Probably Need and Use During #SXSW {link},iPad or iPhone App,Positive,Apple
306,Now there are 150 million mobile google maps users @mention #sxsw,Other Google product or service,Positive,Google
307,The lines are already forming at Apple's pop-up store in Austin. Aren't these people here to see the festival? {link} #sxsw,apple,Neutral,Apple
308,And a few are Android too RT @mention 10 New Mobile Apps IÛªll Be Using atåÊ#SXSW  {link},Android App,Positive,Google
309,"#Sxsw You are attending SXSW? report what you see with your Android phone, get Bannka app.",android,Neutral,Google
310,"iPad apps are just like software development in that once you release it, you have to start working on the update. #sxsw",iPad or iPhone App,Positive,Apple
311,"My tweets are stalled. Data sluggish. Come on AT&amp;T, Verizon is embarrassing iPhone customers who haven't switched. #SXSW #iPhone",iphone,Neutral,Apple
312,"Those who are tweeting that Google is coming out with Circles platform today are outside of the circle, keep up #itsnot #sxsw",google,Neutral,Google
313,ÛÏ@mention Are you Stupid? Find it out at the #sxsw on your Mac {link} for a special price! #games #MacÛ,Unknown,Neutral,Unknown
314,Slate see as much traffic to mobile safari as to their app on the iPad #sxsw #electricnews,ipad,Neutral,Apple
315,Unloading at #apple store corner of 6th and congress in Austin. Temp store for #SXSW  {link},apple,Neutral,Apple
316,Great day at #SXSW -BUT jaloux of @mention &amp; HIS NEW iPad.Look at him on school bus on 1st day of school {link},ipad,Neutral,Apple
317,I arrived at #sxsw and my @mention issue hasn't been resolved. Dying to use the iPhone app but cant login. RT@mention @mention we're on it,iPad or iPhone App,Neutral,Apple
318,I will be at #sxsw for Screenburn @mention launch of my clients new iPhone game #travellerARlaunch find out more at {link},iphone,Neutral,Apple
319,"If anyone at #sxsw wants to see a demo of PicCraft or an ipad 2, find me",ipad,Neutral,Apple
320,If I were at #SXSW I could spend it all at the @mention Teaching Theater alone; just look at that schedule: {link},Unknown,Neutral,Unknown
321,If you're at #SXSW : meet us at Fado. We will give you wristbands that magically lead to beer. Come say hi! {link},Unknown,Neutral,Unknown
322,"If you're at #SXSW and want an iPad 2, Apple's setting up a temporary store. Check it out! {link}",apple,Neutral,Apple
323,Overheard at #sxsw &quot;the iPad is a relaxing computer&quot;: agreed. #iPad #apple,iPad,Positive,Apple
324,Overheard at #sxsw interactive: &quot;Arg! I hate the iphone! I want my blackberry back&quot; #shocked,iPhone,Negative,Apple
325,"If you're at #sxsw, meet our author, and a host of Android devs, Sat. at 12:30pm, Hilton room 615AB.",android,Neutral,Google
326,ÛÏ@mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;Û,Apple,Negative,Apple
327,"For those at #SXSW: Apple sets up 5,000-square-foot temporary store at SXSW to sell new iPads, test potential traffic {link}",apple,Neutral,Apple
328,Overheard at #SXSW: &quot;Google doesn't launch products at other people's events.&quot;,google,Neutral,Google
329,Nerd bait at #SXSW! Apple set to open popup shop in core of SXSW action {link},apple,Neutral,Apple
330,Long line at #sxsw? What Else?  Apple Store {link},apple,Neutral,Apple
331,"Last year at #SXSWi everbody was talking about the iPad, this year it's social media driven revolutions. This year is better. #sxsw",iPad,Positive,Apple
332,"Long line at Apple Pop up store for iPad 2. Great marketing, Apple. #SXSW",Apple,Positive,Apple
333,"ÛÏ@mention At Google, 4 people do the work of 7 people rather than 7 people doing the work of 4. #agileagency #SXSWÛ",Google,Positive,Google
334,knackered at home playing with ipad and updating iphone. but timeline smashed with partytweets can't make me go to bed.. #sxsw,iPad,Positive,Apple
335,overheard at MDW (and I'll second it) &quot;halfway through my iPhone battery already and I haven't even boarded the plane to #sxsw&quot; #amateurhour,iPhone,Negative,Apple
336,"#technews At SXSW, Apple schools the marketing experts {link} #Tech_News #Apple #Jobs_Co #SXSW #tech",Apple,Positive,Apple
337,First day at sxsw.  Fun final presentation on Google Doodles.  #GoogleDoodle #sxsw,google,Positive,Google
338,Huge line at the #apple store in #austin - #sxsw crowd tripping over each other to get the new ipad,iPad,Positive,Apple
339,If ur not at the #google #aclu 80's party....u should be! #sxsw,Google,Positive,Google
340,The queue at the apple pop-up store #sxsw {link},apple,Neutral,Apple
342,"Posted up at the DMI House, Intimate Stranger on the stage, they got a restaurant crowd sitting down to deal wif  #sxsw {link}",Unknown,Neutral,Unknown
343,The woman at the Google talk sounded JUST like Chelsea Handler! Lol #sxsw,google,Neutral,Google
344,I laughed at the iPad until I spent this week hauling my macbook everywhere. Now I really want an iPad and a shoulder rub. #sxsw,iPad,Positive,Apple
345,Any #SXSW attendees need a QR code reader for their iPhone? Tweet us an image of you with your badge and the first 5 get Optiscan free!,iPad or iPhone App,Positive,Apple
346,Hey #SXSW attendees...you should hop in line at the #Apple store now. Only four days til your new iPad2 comes in...,iPad,Positive,Apple
347,is anyone attending to the google &amp; aclu party @mention sxsw? if so could you plz up some pictures? thanks! #sxsw,google,Neutral,Google
348,"March 11. Austin, TX. Will people line up at the #SXSW registration or at the Apple Store? ^_^",apple,Neutral,Apple
349,Landed in Austin. Spotted the Google Places Ads for #SxSW at the airport: &quot;The Ultimate Austin Pocket Guide&quot;. More like #Yelp than #iTourU,google,Neutral,Google
